student_id,item_DSS_PRE_Q1,item_DSS_PRE_Q2,item_DSS_PRE_Q3,item_DSS_PRE_Q4,item_DSS_PRE_Q5,item_DSS_PRE_Q6,item_DSS_PRE_Q7,item_DSS_PRE_Q8,item_DSS_PRE_Q9,item_GHSQ_PE_PRE_Q1,item_GHSQ_PE_PRE_Q2,item_GHSQ_PE_PRE_Q3,item_GHSQ_PE_PRE_Q4,item_GHSQ_PE_PRE_Q5,item_GHSQ_PE_PRE_Q6,item_GHSQ_PE_PRE_Q7,item_GHSQ_PE_PRE_Q8,item_GHSQ_PE_PRE_Q9,item_GHSQ_PE_PRE_Q10,item_THERMO_PRE_Black,item_THERMO_PRE_White,item_DSS_POST_Q1,item_DSS_POST_Q2,item_DSS_POST_Q3,item_DSS_POST_Q4,item_DSS_POST_Q5,item_DSS_POST_Q6,item_DSS_POST_Q7,item_DSS_POST_Q8,item_DSS_POST_Q9,item_GHSQ_PE_POST_Q1,item_GHSQ_PE_POST_Q2,item_GHSQ_PE_POST_Q3,item_GHSQ_PE_POST_Q4,item_GHSQ_PE_POST_Q5,item_GHSQ_PE_POST_Q6,item_GHSQ_PE_POST_Q7,item_GHSQ_PE_POST_Q8,item_GHSQ_PE_POST_Q9,item_GHSQ_PE_POST_Q10,item_THERMO_POST_Black,item_THERMO_POST_White
107,2,1,1,1,1,2,2,2,3,1,6,5,2,4,3,3,1,1,4,65,70,2,1,1,1,1,2,2,2,3,1,6,5,2,5,3,3,1,1,4,70,70
111,2,1,1,1,1,3,4,1,2,6,7,4,2,5,3,3,1,2,4,75,80,2,1,1,1,1,2,3,1,2,6,7,4,2,5,3,3,1,2,4,80,75
116,2,1,1,1,2,3,3,2,2,1,6,5,3,4,3,2,1,2,3,75,80,2,1,1,1,2,3,3,2,2,1,6,5,3,4,3,2,1,2,3,85,80
118,2,1,1,1,1,2,3,1,2,1,4,6,3,5,3,3,1,2,4,75,80,2,1,1,1,1,2,3,1,2,1,5,6,4,6,3,4,1,2,4,85,80
120,2,1,1,1,2,3,4,1,2,1,6,5,2,7,3,3,1,1,4,75,80,2,1,1,1,2,3,4,1,2,1,6,5,2,7,3,3,1,1,4,78,80
130,1,1,1,1,1,2,4,1,3,1,5,2,3,7,4,3,1,1,5,80,75,1,1,1,1,1,2,4,1,3,1,5,2,3,7,4,3,1,1,5,80,75
137,2,1,1,1,1,3,4,1,2,1,6,4,2,7,3,3,1,3,5,70,75,2,1,1,1,1,3,4,1,2,1,6,4,2,7,3,3,1,3,5,80,75
146,2,1,1,1,1,2,3,2,2,4,6,5,3,3,1,2,1,1,4,70,80,2,1,1,1,1,2,3,2,2,4,6,5,3,4,1,2,1,1,4,75,80
148,2,1,1,1,1,2,2,1,2,1,6,3,2,5,3,4,1,1,4,75,80,2,1,1,1,1,2,1,1,2,1,6,3,2,5,3,4,1,1,4,85,80
149,2,2,1,1,1,3,4,2,3,1,4,5,2,4,2,3,1,1,4,75,80,2,2,1,1,1,3,4,2,3,1,4,5,2,4,2,3,1,1,4,80,80
152,2,2,1,1,1,2,3,2,2,6,7,6,2,6,3,4,1,1,4,75,80,2,2,1,1,1,2,3,2,2,6,7,6,2,6,3,4,1,1,4,75,80
159,1,1,1,1,1,2,3,3,2,1,4,5,3,2,4,2,1,6,3,65,75,1,1,1,1,1,2,3,3,2,1,5,5,3,3,4,2,1,5,4,75,75
163,2,1,1,1,1,2,3,1,2,6,7,5,4,6,2,3,1,1,4,75,80,2,1,1,1,1,2,3,1,2,6,7,5,4,6,2,3,1,1,4,80,80
164,2,1,1,1,1,2,1,1,2,1,6,4,2,7,3,3,1,1,4,75,75,2,1,1,1,1,2,1,1,2,1,6,4,2,7,3,3,1,1,4,80,75
168,1,1,1,1,1,2,5,4,3,2,3,1,1,4,2,2,1,5,3,55,60,1,1,1,1,1,2,5,4,3,2,3,1,1,4,2,2,1,5,3,65,60
171,2,2,1,1,1,2,3,2,2,6,6,5,2,4,2,3,1,1,3,75,80,2,2,1,1,1,2,3,2,2,6,6,5,2,4,2,3,1,1,3,80,80
176,2,2,1,1,1,3,4,2,2,6,5,2,2,4,3,2,1,3,3,75,80,2,2,1,1,1,3,3,2,2,6,5,2,2,5,3,2,1,3,3,85,75
177,1,1,1,1,1,2,3,2,2,4,6,3,3,5,2,2,1,1,3,75,80,1,1,1,1,1,2,3,2,2,4,6,3,3,5,2,2,1,1,3,85,80
178,2,1,1,1,1,3,4,1,2,1,6,4,2,7,3,2,1,1,3,65,70,2,1,1,1,1,3,4,1,2,1,6,4,2,7,3,2,1,1,3,75,70
179,1,1,1,1,2,3,2,1,2,4,6,5,2,7,3,2,1,1,3,85,80,1,1,1,1,2,3,2,1,2,4,6,5,2,7,3,2,1,1,3,90,80
189,2,1,1,1,1,2,3,1,2,6,5,3,2,5,4,3,1,4,4,65,75,2,1,1,1,1,2,3,1,2,6,5,3,2,5,4,3,1,4,4,70,75
198,2,2,1,2,1,3,3,1,2,4,6,2,1,4,1,3,1,3,4,75,80,2,2,1,2,1,3,3,1,2,5,6,2,1,5,1,3,1,3,4,80,80
213,1,1,1,1,1,2,3,1,3,1,4,2,2,6,3,2,1,3,4,75,70,1,1,1,1,1,2,3,1,3,1,4,2,2,6,3,2,1,3,4,80,70
214,1,1,1,1,1,2,3,1,2,2,5,4,2,7,3,2,1,1,4,85,88,1,1,1,1,1,2,3,1,2,2,5,4,2,7,3,2,1,1,4,90,88
224,2,1,1,1,1,3,3,2,3,6,7,4,2,5,3,2,1,1,4,75,80,2,1,1,1,1,3,3,2,3,6,7,4,2,5,3,2,1,1,4,80,80
225,2,1,1,1,1,2,4,1,2,1,6,4,2,5,3,3,1,1,4,70,75,2,1,1,1,1,2,4,1,2,1,6,4,2,5,3,3,1,1,4,75,75
226,2,2,2,1,1,3,4,2,2,1,6,4,2,6,3,3,1,1,4,75,80,2,2,2,1,1,3,4,2,2,1,6,4,2,6,3,3,1,1,4,80,80
234,1,1,1,1,1,2,3,1,2,1,6,4,2,7,3,3,1,1,4,65,70,1,1,1,1,1,2,3,1,2,1,6,4,2,7,3,3,1,1,4,75,70
237,3,1,1,1,2,3,3,1,2,1,6,4,2,6,3,4,1,2,4,65,70,3,1,1,1,1,2,3,1,2,1,6,5,2,6,3,4,1,2,4,75,70
240,2,2,1,1,1,3,4,1,2,1,6,4,2,5,1,3,1,1,4,75,80,2,2,1,1,1,3,3,1,2,1,6,5,2,5,1,3,1,1,4,80,80
247,2,1,1,1,1,2,3,2,2,1,6,6,3,5,2,2,1,1,4,75,80,2,1,1,1,1,2,3,2,2,1,6,6,3,5,2,2,1,1,4,75,80
248,2,2,1,1,1,3,4,2,2,6,7,5,2,4,3,3,1,1,4,75,70,2,2,1,1,1,3,4,2,2,6,7,5,2,4,3,3,1,1,4,85,70
259,2,2,2,1,1,3,4,3,2,1,6,4,2,3,2,3,1,1,4,65,75,2,2,2,1,1,3,4,3,2,1,6,5,2,4,2,3,1,1,5,75,75
269,2,1,1,1,1,2,3,2,2,4,6,6,4,5,3,2,1,1,4,70,75,2,1,1,1,1,2,3,2,2,4,6,6,4,5,3,2,1,1,4,75,75
271,1,1,1,1,1,2,1,1,1,1,6,5,2,7,4,3,1,1,4,70,80,1,1,1,1,1,2,1,1,1,1,6,6,2,7,4,3,1,1,4,85,80
276,2,1,1,1,1,2,4,1,2,5,6,6,3,6,2,3,1,1,4,75,78,2,1,1,1,1,2,3,1,2,5,6,6,3,6,2,3,1,1,4,80,78
285,2,1,1,1,1,3,4,3,3,1,6,4,3,5,2,2,1,3,4,80,75,2,1,1,1,1,3,4,3,3,1,6,5,3,5,2,2,1,3,4,85,75
287,1,1,1,1,1,2,4,1,2,4,6,3,2,6,3,2,1,3,4,75,78,1,1,1,1,1,2,4,1,2,5,6,3,2,7,4,2,1,3,4,85,80
288,1,1,1,1,1,2,4,3,2,1,4,2,1,4,5,2,1,6,3,50,65,1,1,1,1,1,2,4,3,2,1,5,2,1,5,6,2,1,5,3,65,60
291,2,1,1,1,1,3,4,1,2,1,6,4,2,7,3,2,1,2,5,75,70,2,1,1,1,1,3,3,1,2,1,7,5,2,7,4,2,1,2,6,85,70
296,2,1,1,1,1,3,4,2,2,6,3,2,1,5,3,4,1,4,3,60,70,2,1,1,1,1,3,4,2,1,6,4,2,1,6,3,4,1,3,4,75,70
304,2,1,1,1,1,2,3,2,3,6,7,5,2,6,4,3,1,1,4,65,70,2,1,1,1,1,2,3,2,3,6,7,5,2,6,4,3,1,1,4,75,70
309,2,1,1,1,1,3,4,2,2,1,6,4,2,7,3,1,1,1,3,75,75,2,1,1,1,1,3,4,2,2,1,6,4,2,7,3,1,1,1,3,75,75
315,2,1,1,1,2,3,4,2,3,5,6,5,3,4,2,2,1,1,4,75,80,2,1,1,1,2,3,4,2,3,5,6,6,3,5,2,2,1,1,4,85,80
318,2,1,1,1,1,3,4,2,2,4,6,3,2,6,3,2,1,1,5,80,85,2,1,1,1,1,3,4,2,2,4,6,4,2,6,4,2,1,1,5,90,85
320,2,1,1,1,1,2,2,1,2,1,3,4,2,6,4,4,1,1,3,75,80,2,1,1,1,1,2,2,1,1,1,3,4,2,6,4,4,1,1,3,85,80
326,2,2,1,1,1,2,2,2,2,1,6,5,3,4,2,3,1,1,3,75,80,2,2,1,1,1,2,2,2,2,1,6,5,3,4,2,3,1,1,3,85,80
327,2,1,1,1,1,2,4,2,2,2,5,6,4,7,3,4,1,1,4,75,80,2,1,1,1,1,2,4,2,2,2,5,6,4,7,3,4,1,1,4,85,80
333,2,1,1,1,1,2,4,1,2,5,6,4,2,7,3,2,1,1,4,70,80,2,1,1,1,1,2,4,1,2,5,6,4,2,7,3,2,1,1,4,80,80
340,2,1,1,1,2,3,5,4,2,1,3,2,3,4,2,3,1,6,3,65,70,2,1,1,1,2,2,5,4,2,1,3,2,3,4,2,3,1,6,3,75,70
343,1,1,1,1,1,2,4,3,3,5,6,2,3,4,2,3,1,2,4,75,80,1,1,1,1,1,2,4,3,3,5,6,2,3,4,2,3,1,2,4,85,80
347,2,1,1,1,1,3,4,1,2,1,6,4,2,6,3,3,1,1,4,75,80,2,1,1,1,1,3,4,1,2,1,6,4,2,6,3,3,1,1,4,80,80
351,2,1,1,1,1,2,4,1,3,6,7,4,2,7,4,2,1,1,4,65,80,2,1,1,1,1,2,4,1,3,6,7,5,2,7,4,2,1,1,4,85,80
359,1,1,1,1,1,2,4,2,2,1,6,3,2,4,3,2,1,4,3,75,80,1,1,1,1,1,2,4,2,2,1,6,3,2,4,3,2,1,4,3,82,80
361,1,1,1,1,1,2,3,2,2,1,2,5,1,6,3,2,1,3,4,65,70,1,1,1,1,1,2,3,2,2,1,2,5,1,6,3,2,1,3,4,70,70
362,2,1,1,1,1,2,4,4,2,1,6,4,2,5,3,3,1,1,4,65,70,2,1,1,1,1,2,4,4,2,1,6,4,2,5,3,3,1,1,5,75,70
367,2,2,1,1,1,3,4,2,2,3,6,3,2,5,2,3,1,2,4,80,85,2,2,1,1,1,3,4,2,2,3,6,3,2,5,2,3,1,2,4,85,85
375,2,2,1,1,2,2,3,2,2,1,6,5,2,4,3,4,1,1,4,75,80,2,2,1,1,2,2,3,2,2,1,6,5,2,4,3,4,1,1,4,80,80
377,1,1,1,1,1,2,3,1,2,2,6,5,3,5,2,3,1,1,4,75,78,1,1,1,1,1,2,3,1,2,2,6,5,3,5,2,3,1,1,4,75,78
382,1,1,1,1,1,2,4,3,3,1,6,1,3,4,3,2,1,2,5,65,70,1,1,1,1,1,2,4,3,3,1,6,1,3,5,3,2,1,2,5,75,70
401,2,1,1,1,1,2,2,1,3,1,6,5,3,5,3,2,1,1,4,75,80,2,1,1,1,1,2,2,1,3,1,6,5,3,6,3,2,1,1,4,80,80
403,1,1,1,1,1,2,3,1,3,1,6,5,3,6,3,2,1,1,4,75,80,1,1,1,1,1,2,3,1,3,1,6,5,3,6,3,2,1,1,4,82,80
409,1,1,1,1,1,3,5,4,3,2,3,2,4,3,4,2,1,5,3,65,75,1,1,1,1,1,2,4,4,2,2,4,2,4,4,4,2,1,4,4,75,75
417,2,2,1,1,1,3,4,2,3,1,6,5,3,5,2,3,1,1,4,75,75,2,1,1,1,1,2,4,2,3,1,6,5,3,5,2,3,1,1,4,80,75
422,1,1,1,1,1,3,4,1,3,3,6,4,2,7,3,2,1,2,3,75,80,1,1,1,1,1,3,4,1,3,4,6,4,2,7,4,2,1,2,3,80,80
427,2,1,1,1,1,3,4,2,3,4,6,5,3,7,3,2,1,4,4,75,78,2,1,1,1,1,3,3,2,3,4,6,5,3,7,3,2,1,4,4,80,78
430,2,1,1,1,1,3,3,1,2,1,5,6,4,4,2,2,1,1,4,65,75,2,1,1,1,1,3,3,1,2,1,5,6,4,4,2,2,1,1,4,78,75
443,2,1,1,1,1,2,3,2,2,1,4,2,3,6,3,2,1,1,5,75,80,2,1,1,1,1,2,3,2,2,1,4,2,3,6,3,2,1,1,5,85,80
456,2,1,1,1,1,3,4,1,2,2,6,4,1,7,2,3,1,1,3,70,75,2,1,1,1,1,3,3,1,2,2,6,4,1,7,2,3,1,1,3,75,75
463,2,2,1,1,2,3,4,1,2,2,6,2,1,7,3,2,1,3,4,65,80,2,2,1,1,2,3,4,1,2,2,6,2,1,7,3,2,1,3,4,75,80
466,2,1,1,1,2,3,4,2,2,1,6,5,3,4,2,2,1,1,3,75,78,1,1,1,1,2,3,4,2,2,1,7,6,3,5,2,2,1,1,4,85,78
472,2,1,1,1,1,2,3,3,2,1,4,5,2,6,3,5,1,2,4,70,80,2,1,1,1,1,2,3,3,2,1,5,5,2,6,3,5,1,2,4,75,80
473,2,1,1,1,1,2,3,1,2,4,5,5,2,6,3,3,1,2,4,85,80,2,1,1,1,1,2,3,1,2,4,5,5,2,6,3,3,1,2,4,90,80
477,2,1,1,1,1,3,3,1,2,1,6,4,2,6,2,3,1,1,4,75,78,2,1,1,1,1,3,3,1,2,1,6,4,2,6,2,3,1,1,4,85,78
481,1,1,1,1,1,2,3,1,2,1,7,4,2,7,3,2,1,1,4,70,75,1,1,1,1,1,2,3,1,2,1,7,4,2,7,3,2,1,1,4,80,75
487,1,1,1,1,1,2,5,4,2,1,6,2,3,4,3,2,1,3,4,85,80,1,1,1,1,1,2,5,4,2,1,6,2,3,4,3,2,1,3,4,90,80
490,1,1,1,1,1,2,4,4,2,2,6,1,4,3,1,1,1,5,3,65,75,1,1,1,1,1,2,3,4,2,2,6,1,4,3,1,1,1,4,3,75,75
497,2,1,1,1,1,2,4,2,2,1,6,5,3,4,2,3,1,1,3,75,75,2,1,1,1,1,2,4,2,2,1,6,5,3,5,2,3,1,1,3,80,75
500,2,1,1,1,1,2,3,1,2,1,6,2,4,4,1,3,1,1,3,75,78,2,1,1,1,1,2,3,1,2,1,6,2,4,4,1,3,1,1,3,80,78
505,1,1,1,1,1,3,4,4,2,4,6,3,2,5,3,1,1,3,4,75,80,1,1,1,1,1,3,4,4,2,4,6,3,2,5,3,1,1,3,4,85,80
509,2,1,1,1,1,2,3,2,2,4,6,5,3,5,3,2,1,1,4,90,75,2,1,1,1,1,2,3,2,2,4,6,5,3,5,3,2,1,1,4,90,75
511,2,1,1,1,2,2,4,2,2,4,6,5,2,6,3,3,1,1,4,85,70,2,1,1,1,2,2,4,2,2,4,6,5,2,6,3,3,1,1,4,90,70
544,2,2,1,1,1,2,3,2,2,1,6,5,2,5,4,3,1,1,4,75,78,2,2,1,1,1,2,3,2,2,1,6,5,2,5,4,3,1,1,4,80,78
551,1,1,1,1,1,3,3,1,3,1,6,4,2,5,3,2,1,3,4,70,75,1,1,1,1,1,3,3,1,3,1,6,4,2,5,3,2,1,3,4,75,75
552,2,1,1,1,1,2,3,2,2,6,6,5,3,6,2,4,1,1,3,75,75,2,1,1,1,1,2,3,2,2,6,6,5,3,6,2,4,1,1,3,80,75
554,2,1,1,1,1,3,3,1,2,4,6,4,2,6,3,2,1,1,4,85,80,2,1,1,1,1,3,3,1,2,4,6,4,2,6,3,2,1,1,4,90,80
558,2,1,1,1,1,2,4,2,2,6,5,4,2,7,3,2,1,3,5,85,65,2,1,1,1,1,2,3,2,1,6,5,5,2,7,4,2,1,3,5,90,65
560,2,1,1,1,2,2,3,2,2,4,6,5,2,4,3,2,1,3,4,85,65,2,1,1,1,2,2,3,2,2,5,6,6,2,5,3,2,1,3,4,90,65
566,2,1,1,1,1,2,3,1,2,5,6,5,3,6,3,2,1,1,4,75,80,2,1,1,1,1,2,3,1,2,5,6,5,3,6,3,2,1,1,4,80,80
567,2,1,1,1,1,3,4,1,2,4,6,3,2,6,3,3,1,1,3,75,80,2,1,1,1,1,3,4,1,2,4,6,3,2,6,3,3,1,1,3,80,80
569,1,1,1,1,1,2,5,4,3,1,6,2,3,4,3,3,1,4,5,65,75,1,1,1,1,1,2,4,4,3,1,6,2,3,5,3,3,1,4,5,75,75
580,2,1,1,1,1,2,4,1,2,6,7,4,2,5,3,2,1,1,4,75,80,2,1,1,1,1,2,4,1,2,6,7,4,2,5,3,2,1,1,4,80,80
587,2,1,1,1,2,3,4,2,1,4,6,3,3,5,2,1,1,3,4,85,60,2,1,1,1,2,3,4,2,1,4,6,3,3,5,2,1,1,3,4,85,60
589,1,1,1,1,1,2,4,1,2,1,5,6,3,4,2,3,1,3,4,85,70,1,1,1,1,1,2,4,1,2,1,6,6,4,5,2,3,1,3,4,90,70
591,2,1,1,1,1,3,4,1,3,4,6,4,2,5,3,2,1,2,4,65,75,2,1,1,1,1,3,3,1,3,4,6,4,2,5,3,2,1,2,4,75,75
610,2,1,1,1,1,2,4,2,3,6,7,4,2,5,1,1,1,1,3,90,75,2,1,1,1,1,2,3,2,2,6,7,4,2,5,1,1,1,1,3,90,75
611,1,1,1,1,1,2,3,1,2,4,5,3,2,6,4,3,1,2,4,85,70,1,1,1,1,1,2,3,1,2,4,5,3,2,6,4,3,1,2,4,85,70
614,1,1,1,1,1,2,4,1,2,1,6,4,2,7,4,3,1,1,5,75,80,1,1,1,1,1,2,4,1,2,1,7,5,2,7,4,3,1,1,5,85,80
617,1,1,1,1,1,2,3,1,3,2,6,4,4,7,3,2,1,1,4,75,80,1,1,1,1,1,2,3,1,3,2,6,4,4,7,3,2,1,1,4,85,75
619,1,1,1,1,1,3,4,3,2,1,3,2,3,4,2,3,1,5,4,65,70,1,1,1,1,1,2,4,3,2,1,4,2,3,5,2,3,1,4,5,75,70
622,1,1,1,1,1,2,4,3,2,1,3,2,3,5,4,2,1,5,3,85,65,1,1,1,1,1,2,4,3,2,1,3,2,3,5,4,3,1,5,3,90,65
628,2,2,1,1,1,2,4,3,3,1,6,2,3,2,2,3,1,4,3,65,75,2,1,1,1,1,2,4,3,3,1,6,2,3,3,2,3,1,4,3,75,75
629,2,1,1,1,1,3,2,2,2,1,6,4,3,4,2,2,1,1,4,75,80,2,1,1,1,1,3,2,2,2,1,6,4,3,4,2,2,1,1,4,80,80
638,2,1,1,1,1,2,4,2,3,4,6,4,2,5,3,2,1,1,4,75,80,2,1,1,1,1,2,4,2,3,4,6,4,2,5,3,2,1,1,4,75,80
643,2,1,1,1,1,2,4,2,2,2,6,4,2,5,3,2,1,1,4,85,65,2,1,1,1,1,2,4,2,2,2,6,4,2,5,3,2,1,1,4,85,65
658,2,1,1,1,1,2,3,1,2,2,6,4,1,5,3,3,1,1,4,75,78,2,1,1,1,1,2,3,1,2,2,6,5,1,5,3,3,1,1,4,80,78
665,1,1,1,1,1,2,3,4,3,1,6,4,3,4,2,3,1,1,4,70,70,1,1,1,1,1,2,3,4,3,1,6,5,3,4,2,3,1,1,4,75,70
667,1,1,1,1,2,3,4,4,3,4,6,2,1,3,1,2,1,3,4,70,75,1,1,1,1,2,3,4,3,3,4,6,2,1,4,1,2,1,3,4,75,75
678,2,1,1,1,1,2,3,2,2,6,7,3,2,6,4,2,1,1,5,70,75,2,1,1,1,1,2,3,2,2,6,7,4,2,6,4,2,1,1,5,80,75
681,2,1,1,1,2,3,4,3,2,1,5,3,2,4,4,2,1,3,4,65,75,2,1,1,1,2,3,4,3,2,1,5,3,2,5,4,2,1,3,4,80,75
685,2,1,1,1,1,2,4,3,2,1,6,4,3,5,2,3,1,1,3,55,70,2,1,1,1,1,2,4,3,2,1,6,4,3,5,2,3,1,1,3,75,70
686,2,1,1,1,1,3,4,2,2,1,6,5,3,5,2,3,1,1,4,65,75,2,1,1,1,1,3,4,2,2,1,6,5,3,5,2,3,1,1,4,70,75
687,1,1,1,1,1,2,4,2,3,2,6,4,1,5,3,2,1,1,3,70,75,1,1,1,1,1,2,4,2,3,2,6,4,1,5,3,2,1,1,3,75,75
694,1,1,1,1,1,3,4,3,3,2,6,3,1,7,3,2,1,1,3,85,60,1,1,1,1,1,3,4,3,3,3,6,4,1,7,4,2,1,1,4,85,60
702,2,1,1,1,1,2,3,1,2,1,6,5,3,6,2,3,1,1,4,75,78,2,1,1,1,1,2,3,1,2,1,6,5,3,6,2,3,1,1,4,80,78
703,1,1,1,1,1,2,3,1,2,1,4,4,2,7,3,2,1,1,3,75,75,1,1,1,1,1,2,3,1,2,1,4,4,2,7,3,2,1,1,3,75,75
704,1,1,1,1,1,3,3,1,2,1,3,2,1,7,4,2,1,2,4,65,75,1,1,1,1,1,3,3,1,2,1,4,2,1,7,4,2,1,2,4,75,75
706,2,1,1,1,1,2,3,1,2,1,6,4,2,5,3,3,1,1,3,70,75,2,1,1,1,1,2,3,1,2,1,6,4,2,5,3,3,1,1,3,80,75
710,2,1,1,1,1,3,2,2,2,1,6,4,3,5,2,3,1,1,4,75,78,2,1,1,1,1,3,2,2,2,1,6,4,3,5,2,3,1,1,4,75,78
713,2,1,1,1,1,2,4,2,2,1,2,1,1,4,2,1,1,5,3,85,65,2,1,1,1,1,2,4,2,2,1,3,1,1,5,2,1,1,4,4,90,65
716,2,1,1,1,1,2,4,1,3,1,4,2,1,6,3,2,1,3,4,75,80,2,1,1,1,1,2,4,1,3,1,4,2,1,6,3,2,1,3,4,85,80
720,2,2,1,1,1,3,4,3,3,1,6,4,2,5,3,2,1,1,4,75,78,2,2,1,1,1,3,4,3,3,1,7,5,2,6,3,2,1,1,5,85,78
736,2,2,1,1,1,3,4,3,2,2,6,4,2,5,3,2,1,3,4,75,80,2,2,1,1,1,3,4,3,2,2,6,4,2,5,3,2,1,3,4,85,80
740,1,1,1,1,1,2,5,3,3,1,4,1,2,3,3,1,1,6,2,65,55,1,1,1,1,1,2,5,3,3,1,4,1,2,3,3,1,1,6,2,75,55
742,2,1,1,1,1,2,3,1,2,6,6,4,2,5,3,2,1,1,3,85,70,2,1,1,1,1,2,3,1,2,6,6,4,2,5,3,2,1,1,3,90,75
744,2,2,1,1,3,3,5,4,3,1,4,1,2,3,3,1,1,5,4,55,58,2,2,1,1,3,3,5,4,3,1,4,1,2,3,3,1,1,5,4,65,58
751,2,1,1,1,1,2,4,3,2,1,6,4,3,3,2,2,1,1,4,65,80,2,1,1,1,1,2,3,3,2,1,6,5,3,4,2,2,1,1,4,75,80
752,1,1,1,1,1,2,4,2,3,1,6,3,2,4,2,2,1,3,4,65,80,1,1,1,1,1,2,3,2,3,1,6,4,2,5,2,2,1,3,5,75,80
756,1,1,1,1,1,3,4,3,2,1,6,4,3,6,3,2,1,1,4,65,75,1,1,1,1,1,3,4,2,2,1,7,4,3,6,3,2,1,1,4,75,75
